distancias
0.001625
0.00325
0.004875
0.0065
0.008125
0.00975
0.011375
0.013
0.014625
0.01625
0.017875
0.0195
0.021125
0.02275
0.024375
0.026
0.027625
0.02925
0.030875
0.0325
0.034125
0.03575
0.037375
0.039
0.040625
0.04225
0.043875
0.0455
0.047125
0.04875
0.050375
0.052
0.053625
0.05525
0.056875
0.0585
0.060125
0.06175
0.063375
0.065
0.066625
0.06825
0.069875
0.0715
0.073125
0.07475
0.076375
0.078
0.079625
0.08125
0.082875
0.0845
0.086125
0.08775
0.089375
0.091
0.092625
0.09425
0.095875
0.0975
0.099125
0.10075
0.102375
0.104
0.105625
0.10725
0.108875
0.1105
0.112125
0.11375
0.115375
0.117
0.118625
0.12025
0.121875
0.1235
0.125125
0.12675
0.128375
0.13
0.131625
0.13325
0.134875
0.1365
0.138125
0.13975
0.141375
0.143
0.144625
0.14625
0.147875
0.1495
0.151125
0.15275
0.154375
0.156
0.157625
0.15925
0.160875
0.1625
0.164125
0.16575
0.167375
0.169
0.170625
0.17225
0.173875
0.1755
0.177125
0.17875
0.180375
0.182
0.183625
0.18525
0.186875
0.1885
0.190125
0.19175
0.193375
0.195
0.196625
0.19825
0.199875
0.2015
0.203125
0.20475
0.206375
0.208
0.209625
0.21125
0.212875
0.2145
0.216125
0.21775
0.219375
0.221
0.222625
0.22425
0.225875
0.2275
0.229125
0.23075
0.232375
0.234
0.235625
0.23725
0.238875
0.2405
0.242125
0.24375
0.245375
0.247
0.248625
0.25025
0.251875
0.2535
0.255125
0.25675
0.258375
0.26
0.261625
0.26325
0.264875
0.2665
0.268125
0.26975
0.271375
0.273
0.274625
0.27625
0.277875
0.2795
0.281125
0.28275
0.284375
0.286
0.287625
0.28925
0.290875
0.2925
0.294125
0.29575
0.297375
0.299
0.300625
0.30225
0.303875
0.3055
0.307125
0.30875
0.310375
0.312
0.313625
0.31525
0.316875
0.3185
0.320125
0.32175
0.323375
0.325
0.326625
0.32825
0.329875
0.3315
0.333125
0.33475
0.336375
0.338
0.339625
0.34125
0.342875
0.3445
0.346125
0.34775
0.349375
0.351
0.352625
0.35425
0.355875
0.3575
0.359125
0.36075
0.362375
0.364
0.365625
0.36725
0.368875
0.3705
0.372125
0.37375
0.375375
0.377
0.378625
0.38025
0.381875
0.3835
0.385125
0.38675
0.388375
0.39
0.391625
0.39325
0.394875
0.3965
0.398125
0.39975
0.401375
0.403
0.404625
0.40625
0.407875
0.4095
0.411125
0.41275
0.414375
0.416
0.417625
0.41925
0.420875
0.4225
0.424125
0.42575
0.427375
0.429
0.430625
0.43225
0.433875
0.4355
0.437125
0.43875
0.440375
0.442
0.443625
0.44525
0.446875
0.4485
0.450125
0.45175
0.453375
0.455
0.456625
0.45825
0.459875
0.4615
0.463125
0.46475
0.466375
0.468
0.469625
0.47125
0.472875
0.4745
0.476125
0.47775
0.479375
0.481
0.482625
0.48425
0.485875
0.4875
0.489125
0.49075
0.492375
0.494
0.495625
0.49725
0.498875
0.5005
