posicion
0.00203125
0.0040625
0.00609375
0.008125
0.01015625
0.0121875
0.01421875
0.01625
0.01828125
0.0203125
0.02234375
0.024375
0.02640625
0.0284375
0.03046875
0.0325
0.03453125
0.0365625
0.03859375
0.040625
0.04265625
0.0446875
0.04671875
0.04875
0.05078125
0.0528125
0.05484375
0.056875
0.05890625
0.0609375
0.06296875
0.065
0.06703125
0.0690625
0.07109375
0.073125
0.07515625
0.0771875
0.07921875
0.08125
0.08328125
0.0853125
0.08734375
0.089375
0.09140625
0.0934375
0.09546875
0.0975
0.09953125
0.1015625
0.10359375
0.105625
0.10765625
0.1096875
0.11171875
0.11375
0.11578125
0.1178125
0.11984375
0.121875
0.12390625
0.1259375
0.12796875
0.13
0.13203125
0.1340625
0.13609375
0.138125
0.14015625
0.1421875
0.14421875
0.14625
0.14828125
0.1503125
0.15234375
0.154375
0.15640625
0.1584375
0.16046875
0.1625
0.16453125
0.1665625
0.16859375
0.170625
0.17265625
0.1746875
0.17671875
0.17875
0.18078125
0.1828125
0.18484375
0.186875
0.18890625
0.1909375
0.19296875
0.195
0.19703125
0.1990625
0.20109375
0.203125
0.20515625
0.2071875
0.20921875
0.21125
0.21328125
0.2153125
0.21734375
0.219375
0.22140625
0.2234375
0.22546875
0.2275
0.22953125
0.2315625
0.23359375
0.235625
0.23765625
0.2396875
0.24171875
0.24375
0.24578125
0.2478125
0.24984375
0.251875
0.25390625
0.2559375
0.25796875
0.26
0.26203125
0.2640625
0.26609375
0.268125
0.27015625
0.2721875
0.27421875
0.27625
0.27828125
0.2803125
0.28234375
0.284375
0.28640625
0.2884375
0.29046875
0.2925
0.29453125
0.2965625
0.29859375
0.300625
0.30265625
0.3046875
0.30671875
0.30875
0.31078125
0.3128125
0.31484375
0.316875
0.31890625
0.3209375
0.32296875
0.325
0.32703125
0.3290625
0.33109375
0.333125
0.33515625
0.3371875
0.33921875
0.34125
0.34328125
0.3453125
0.34734375
0.349375
0.35140625
0.3534375
0.35546875
0.3575
0.35953125
0.3615625
0.36359375
0.365625
0.36765625
0.3696875
0.37171875
0.37375
0.37578125
0.3778125
0.37984375
0.381875
0.38390625
0.3859375
0.38796875
0.39
0.39203125
0.3940625
0.39609375
0.398125
0.40015625
0.4021875
0.40421875
0.40625
0.40828125
0.4103125
0.41234375
0.414375
0.41640625
0.4184375
0.42046875
0.4225
0.42453125
0.4265625
0.42859375
0.430625
0.43265625
0.4346875
0.43671875
0.43875
0.44078125
0.4428125
0.44484375
0.446875
0.44890625
0.4509375
0.45296875
0.455
0.45703125
0.4590625
0.46109375
0.463125
0.46515625
0.4671875
0.46921875
0.47125
0.47328125
0.4753125
0.47734375
0.479375
0.48140625
0.4834375
0.48546875
0.4875
0.48953125
0.4915625
0.49359375
0.495625
0.49765625
0.4996875
0.50171875
0.50375
0.50578125
0.5078125
0.50984375
0.511875
0.51390625
0.5159375
0.51796875
0.52
0.52203125
0.5240625
0.52609375
0.528125
0.53015625
0.5321875
0.53421875
0.53625
0.53828125
0.5403125
0.54234375
0.544375
0.54640625
0.5484375
0.55046875
0.5525
0.55453125
0.5565625
0.55859375
0.560625
0.56265625
0.5646875
0.56671875
0.56875
0.57078125
0.5728125
0.57484375
0.576875
0.57890625
0.5809375
0.58296875
0.585
0.58703125
0.5890625
0.59109375
0.593125
0.59515625
0.5971875
0.59921875
0.60125
0.60328125
0.6053125
0.60734375
0.609375
0.61140625
0.6134375
0.61546875
0.6175
0.61953125
